id,faculty_id,text,score,date,course,tough_grader,get_ready_to_read,participation_matters,extra_credit,group_projects,amazing_lectures,clear_grading_criteria,gives_good_feedback,inspirational,lots_of_homework,hilarious,beware_of_pop_quizzes,so_many_papers,caring,respected,lecture_heavy,test_heavy,graded_by_few_things,accessible_outside_class,online_savvy
38183707,115,"Prof. Laurie is truly exceptional and stands out as the finest professor I've had the privilege to learn from. Despite my personal challenges, she supported me through graduation, with engaging, insightful assignments. Her adaptability, compassion, and dedication create an ideal learning environment, making every effort count.",5,2023-08-23,SI588,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36963284,115,"Prof. Buis uses a gamified approach, meaning there are ~11,000,000 assignments. You don't have to do them, but since you start with 0 points, it feels like you do. That aside, she's really willing to discuss/be flexible about certain grading metrics if people feel something wasn't clear. I don't love the class, but it's not bad; she's very fair.",3,2022-12-04,SI588,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36729052,115,"Laurie claims that the vast amount of homework serves to reinforce our learning. In reality, it is just such a nuisance to repeatedly trying to milk the same knowledge for slightly different contexts. This is effort for nothing, I'm not learning anything new or better.",1,2022-10-24,SI588,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29913095,117,"Lija is a really passionate professor and it shows. She really cares about how much you learn and will give you a lot of feedback to ensure that you're learning a lot. Overall, I learned a lot of really useful research methods and ideas. The only cons were that the lectures can be a bit boring sometimes, but I think the assignments make up for it.",4,2018-04-27,SI422,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23576846,117,"Great professor! She is very enthusiastic about the usability field and I would highly recommend taking advantage of that. The lectures can get a little dry at parts, but it's a great class. Unfortunately my group was bad so that made the class more difficult, but I still enjoyed it!",5,2014-09-04,SI422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22974528,117,"I loved this class. Having sat in the front and talked to Lija more, the class was interesting and I was able to use these skills on outside projects. She also offered advice for internships and the field in general.",4,2014-04-01,SI422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22168494,117,"Lija brings a lot of great industry experience to usability - a great prof too! The class is pretty good, even if the lectures aren't overly interesting. Make sure you get a good group because there are very few individual assignments. With a good group the class goes very smoothly.",4,2013-10-09,SI422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36186289,119,"I didn't personally connect with the subject matter, but he explained content with good examples that helped cement ideas. The exams were straightforward & he was understanding to student needs. He mumbled a bit in class which made it hard to hear, but overall he was a decent teacher. Wouldn't strive to take again, but wouldn't be upset if I did.",3,2022-04-28,SI310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34230983,119,"cares about students, will get an A if you just put in effort",5,2021-01-04,SI310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32636088,119,"310 is a class that every BSI junior dreads, but he did a good job at making it tolerable. This was his first semester teaching the class and the curriculum wasn't what he wanted it to be since he just used the previous instructor's curriculum. I know in 2020 he will mold this class more in his image. Pray you win the GSI lottery.",4,2019-12-12,SI310,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
32578927,119,"Lectures are technically mandatory, but your grade won't suffer if you miss a few. Lectures are mostly tangents and you can get by just reading the slides. The cases are complicated and ambiguous, and you can never tell how well you will do. The exams are a lot better and more clear. Very unclear what final grades will look like.",2,2019-12-09,SI310,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29334461,119,"Professor Robert and his instruction team are great. SI588 included very interesting topics in human-computer interaction. Do well in the three super interesting and creative take-home exams and 2 reflection papers+12 in-class mini exercise and you get an A. This class is really fun, recommended.",5,2017-12-25,SI588,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19265236,119,"Doing the readings was not entirely necessary as it was all covered in lectures. A lot of work for this class, but you learn a lot as well. Just do the assignments as requested and you get a decent grade",4,2011-11-17,SI501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42106858,12,"Nice guy, very good lectures that were easy to follow along. Sometimes the project specs werent very clear but the staff would always answer questions. Did bring up some of the same few projects in different lectures, but he is passionate and he does care.",4,2025-12-09,EECS493,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40685946,126,"Written for Winter 2024-25 semester for EECS 493 Actually shocked to see Professor Ackerman have such a bad score on RMP. He's genuinely a great dude. Don't understand the hate. If you hate how EECS 493 is, hate the class and the many lecturers, not just Ackerman. Easy class. Ackerman makes the dead easy lectures better by being cool.",5,2025-02-19,EECS493,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36864456,126,quiz and quiz answers make no sense. This professor should have lower rating than Edward Ionides.,1,2022-11-18,EECS496,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35640100,126,Prof. Ackerman and his EECS 496 class was honestly one of the worst classes I've ever taken. His syllabus and grading criteria are unclear. His assignments have unclear rubrics and he gives out arbitrary grades.,1,2021-12-23,EECS496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34763990,126,"Not clear grading criteria, difficult to assess expectations",2,2021-05-11,HIST617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34470760,126,"He's not a great lecturer, but as a professor, he was okay in terms of class administration. We often had class administration complains because of the other professor of this class, and Professor Ackerman would usually help to fix the issue.",3,2021-03-24,EECS493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33682354,126,"Absolutely horrible communicator, has no idea where students' understanding is, WORST EECS professor in the department WITHOUT QUESTION",1,2020-10-06,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25880715,126,You don't learn anything on EECS 493 and the grade is so bad. I think he is the worst professor I have ever seen. Do not take his class unless you want to waste your time.,1,2016-01-05,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25819868,126,"Ackermans User Interface course is comparable to (Insert your least favorite LSA course here). If you hope to learn about programmatically building user interfaces, or about current design trends, then this is not the course for you. If you like memorizing flash cards, and regurgitating useless information to do well on exams, then take UI.",2,2015-12-24,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24573341,126,"The course itself isn't too interesting but easy to understand. He tries really hard to make the lecture more fun. Assignments are done using the Qt framework, which isn't explained in class, so you need to do a lot of your own research. Although, grading isn't too tough.",3,2015-04-10,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23090260,126,"I really couldn't say what exactly it is about his lecture style that makes it so boring, but it is. I learned a lot about UI during the class- from watching YouTube videos so I could manage the homework. Lectures are pretty scattered and don't have a clear path, and he tends to assume you have prior knowledge about UI programming, web design, etc.",2,2014-04-24,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23066143,126,"Mark was pretty funny and lectures were entertaining, but not educational. I felt like I learned nothing and lectures helped not at all with exams.",2,2014-04-20,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22937831,126,"It's teachers like Mark Akerman that make you want to drop out of school. He acknowledges that he's the most boring lecturer and doesn't do anything about it. Was really interested in the class, professor completely ruined it. I have a 3.5 but might fail this class. Couldn't really care less anymore.",1,2014-03-23,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18519291,126,"I was really looking forward to this course, and it was fine for the first half. I didn't learn a single thing the second half of the course. In fact, the review sheet for the final was the same as the review sheet for the midterm plus two or three additional things. Waste of my time.",3,2011-05-03,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18423269,126,great course and interesting man,4,2011-04-17,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18423263,126,great course!,4,2011-04-17,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18423257,126,funny man and interesting course!,4,2011-04-17,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17599787,126,Great! Excellent! Hard work but so wroth it.,4,2010-09-17,EECS280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17599784,126,"Great teacher! Fun class, fun guy. Truly enjoyed the course, but was very challenged.",5,2010-09-17,EECS280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15499106,126,"brilliant guy, good sense of humor. wish he responded to email.",4,2009-03-02,LOLHAHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15091438,126,He is the Best!!!!!!!!!! and I mean it,5,2008-12-03,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13797833,126,"Very entertaining teacher. Makes lectures interesting. One of the best EECS professors, hands down.",5,2007-12-11,EECS280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12106284,126,"Very good lecturer, always kept things interesting. Stories and chalkboard more than just Power-Point.",4,2006-07-26,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11827209,126,I would have liked to know more about new kinds of interfaces. He has a good sense of humor and seemed to genuinely like us.,4,2006-05-05,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11507617,126,Good about answering questions and fielding students' concerns. Great availability.,4,2006-02-22,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062281,126,"Overall, pretty good - lectures somewhat lengthy but covered the important information. Tough - but what can you say, it's EECS.",4,2005-12-06,EECS280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10981396,126,"Has read world experience in subject matter, not experience in teaching.",2,2005-11-24,EECS280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016503,126,Dont even think about it... completely incompetent teacher and useless for all intents and purposes. Assignments are hard and given in language more cryptic than the incomprehensible examples he gives in class.... enjoy!,1,2005-07-12,EECS280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39253345,127,"Took COMPFOR 221 w Prof G. He's kind and definitely cares about his students and his class. My bigger issues where with the class structure, which moved way too fast for an intro python course. I was concerned I wouldn't pass bc the quizzes were very difficult as a beginner. He can make you feel dumb if you're not CS, but I don't think he means to.",3,2024-04-24,EECS398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39232300,127,"*I took Prof G for COMPFOR 221* Professor G is nice, but probably shouldn't teach non-majors. Even CS majors told me he moved really fast during our class (which never even reviewed python basics). When coming to him with problems he wasn't always patient and interrupted me on multiple occasions. Sometimes he even laughed at my questions/mistakes.",2,2024-04-22,EECS398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36604481,127,"Arrogant and refuses to admit he could ever make a human mistake, even when a student asks for clarification on contradicting material being taught. Officially on my list of professors to avoid at all costs.",1,2022-08-23,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35582819,127,"The whole course is disorder. IAs did not know how to solve practice problem, and the instructors do not provide the answer of practice problems. Many questions in final exam do not make sense, but they make the piazza inactive.",1,2021-12-18,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35555977,127,"Questions on anything!!! Ope, except for that. Nope, you're wrong, only my answer is right. What do you mean, I said any of these answers would be correct last lecture?",1,2021-12-16,EECS493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35552170,127,He has high enthusiasm. Everything else he is just awful.,1,2021-12-16,EECS493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35355109,127,"I was one of those who gave Mark a low rate at the beginning of this semester due to the miscommunication fight on the piazza. However, I totally changed my mind at the end of the semester. When he said that the teaching team lacks resources, it's true due to some IAs/graders. Mark is open-minded and always prepare for his lecture very well.",5,2021-12-03,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35123516,127,"It is really horrible course. The material and content are easy, but the professor do not know how to teach the course and assume every student knows everything. He does not care about whether students really learn something. Many students compliant, but he just ignored. If I have choice again, I will definitely not take the course.",1,2021-10-14,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34303937,127,"Horrible professor. Speaks too quickly, brushes over many topics, goes off on tangents in the middle of sentences which detracts from the main idea, and lecture slides frequently consist of a title and a picture, which make them unusable for studying. Extremely disorganized. Information on course logistics is scattered in multiple different places",1,2021-01-21,EECS493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34299650,127,"He's a good Teacher and a lecturer, but he is not a good professor for class administration. There were often complaints and arguments in the Piazza about unfair weekly quiz questions. I also had the impression of him being a little bit obsessed with ""teamwork"" too, demanding MANY things to be team based unnecessarily and inconveniently.",2,2021-01-20,EECS493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33439910,127,"Chill teacher that is unassuming and energetic. Very knowledgable in educational methods, so his lectures are engaging, dynamic, and often fun. He specializes in computer science education research, so he brings a unique perspective compared to most other profs. If you're interested in computer science and education, highly recommend!",5,2020-06-16,EECS398,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33157740,127,"Mark was great! I didn't think I'd learn much from this class after already taking my MDE and 485, but I did learn quite a bit about UI! Class is really easy, extra credit on assignments, but make sure you don't forget about the weekly quizzes.",5,2020-04-29,EECS493,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33109987,127,Mark really cares about his students. Very enthusiastic too,5,2020-04-23,EECS493,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39719621,128,"The professor was condescending and dismissive, consistently showing a lack of respect for students' opinions. Their feedback was unconstructive, often belittling rather than guiding. They seemed more interested in asserting authority than fostering a positive learning environment. Overall, a very unprofessional and unpleasant experience.",1,2024-09-02,SI622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29723829,128,"Avoid this professor for SI206. Terribly organized, completely overloads deadlines by making everything due at the same time. Awful lectures where you simply copy and paste code without getting any conceptual understanding of what is going on, which is a shame bc the course material itself is quite interesting.",1,2018-04-01,SI206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29691064,128,Try to avoid this professor at all costs. His lectures and the formatting of the class is a joke.,1,2018-03-24,SI206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29359527,128,ok so easy a. but u have to do so much stuff like so much stuff. 3 quizzes with no study guide so u have to memorize like 6 readings and 5 powerpoints for every single quiz. which turns out being a 20 page study guide. like 3 papers one is osm which is 20 pages long. as long u do the work u will get an A. i also never ever went to lecture.,5,2017-12-30,SI110,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29336068,128,"I really enjoyed Mark's class. He was an awesome lecturer and the GSI's grade fairly. If you mess up, they usually allow you to do a re-do assignment for every major project. No midterm and no final!!",4,2017-12-26,SI110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27618150,128,"Class was structured using GradeCraft. Mark is a boring lecturer, but definitely clear and easy to understand. All grading is done by GSIs, who are helpful, approachable, and knowledgeable. Easy to get an A if you do the readings, listen in lecture, and complete the assignments. Only problem was the readings some weeks was upwards of 130 pages.",3,2016-12-24,SI110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27606813,128,"Mark's lectures are boring, and he is rather unhelpful. Also, it is his GSIs who grades the work, and they have ridiculously high standards. I am taking 400-level major classes and they were easier to manage compared to this one. THIS CLASS HAS A LOT OF LONG PROJECTS, ASSIGNMENTS, AND READINGS. DO NOT TAKE THIS CLASS THINKING IT IS A ""BLOW OFF""",2,2016-12-22,SI110,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27490117,128,"The readings each week are so long and the quizzes assess if you memorized word for word one sentence out of the readings. The grading system is extremely confusing and not explained, the projects are ridiculously long and uninteresting. Unless you want to major in information, don't take it. Way too much busy work, but not very hard overall.",2,2016-12-14,SI110,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
27473970,128,"Not sure what some of these comments are talking about. Mark was a good lecturer and the class was interesting, easy, and fun. The readings are a bit extensive sometimes, but he reviews and summarizes them well in class. The GSI's were very responsive and helpful. Overall, I really enjoyed Mark and the class.",4,2016-12-13,SI110,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
27379967,128,"Not a bad lecturer but the GSI's grade ridiculously hard. I also did not learn anything since projects were really touch lecture material that deeply. Only take this class if you are applying to the School of Information, otherwise avoid the busy work you have to do when enrolled in this class.",2,2016-12-07,SI110,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27029724,128,Makes you doing a ridiculous amount of reading and quizzes can test any material from that. Crazy professor who puts way too much work in an intro class. Also GSI's have a crazy high standard. Do not take this class unless you're applying to the School of Information. Also speaks extremely fast in lecture and barely summarizes readings for quiz,2,2016-10-11,SI110,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26955314,128,"The professor was wasted on this class. With the hype that surrounded Newman, he performed so poorly that taking this class has been my worst investment EVER!",1,2016-09-05,SI622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25808016,128,"This class is an intro level class. Very easy if you do the assignments and follow the grading criteria. A lot of ""extra credit""/optional assignments offered so even if you don't do well on a paper you can make it up. The final was online and open note. There's also an opportunity to get an A+.",5,2015-12-22,SI110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25474215,128,"Pretty fun class, though a lot of it isn't knew. Lots of opportunities to get points, and it's pretty easy overall. Lectures aren't super exciting, but Mark is pretty much what you expect from an easy class. Nice, funny guy",4,2015-11-23,SI110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21997419,128,Class is tough but his way of teaching is very interesting.,4,2013-07-25,SI588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20912842,128,"Mark is a brilliant professor! He structures his class to be engaging and accessible, which led to the best university lecture experience I ever had. All of his assignments and teachings are thoughtful and relevant; the right mix of concept with skills. The course is tough, but he is a true teacher, making it interesting while remaining helpful.",5,2012-11-29,SI588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41369931,132,"Dr. Threats was an entertaining lecturer but beyond that, I didn't love the class. The number of readings assigned was a lot and the grading rubric was unclear and arbitrary. Things were not graded quickly and it took over 2 weeks (at least) to get our final grades returned. Final grades were posted without all assignments even being graded.",3,2025-05-27,SI554,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38969970,133,"Very accommodating and kind. I did not find the readings or activities to be particularly useful, and I was confused as to the purpose of the class.",5,2024-02-12,SI501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38808601,133,"Many group papers, all with same group throughout semester. My GSI was wonderful and made the course way more bearable. The lectures weren't very useful, and I was surprised at how delayed some important info would be. At some point, Melissa mentioned how our group projects aren't really even ""contextual inquiry""...I'd prefer client-based projects.",3,2023-12-29,SI501,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42049984,135,"too much homework, two exams and attendance required",1,2025-12-05,SI504,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
41116714,135,"Like all of Hess's classes, the workload is full 3-credit course. Assignments are vague, carelessly written, & demand mind-reading to complete “correctly.” Despite the lack of clarity, you're held to an unrealistic standard of perfection. Packed with busy work that felt arbitrary and unproductive. Feedback often felt petty rather than constructive.",1,2025-05-01,SI568,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40873814,135,"Great teacher but *really* loads you up on homework, so it's more like a 3-credit course load. Midterm exam was over 3 hours long, that should be broken up. Syllabus doesn't have much detail, you learn about exams and things on an ad-hoc basis. Very helpful if you have questions though.",2,2025-04-04,SI504,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40715656,135,"Also took 504. Hess is a great lecturer IMO, but his classes have way too much homework for their credit load. Creates intentional ambiguity in assignments for no reason. Expects you to know things not explicitly taught in class. Tough on grading. Heart is in the right place but needs to relax on the work and expectations.",2,2025-02-27,SI568,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40702350,135,"This is 1.5 credit hour class, but had an insane amount of work, even more than my other 3 credit hour classes. The class wasn't too hard, but the workload was just too much. The midterm was extremely long. Also, sometimes when grading, they'd take points off for inane things.",1,2025-02-24,SI504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40017851,135,Way too much work for a 1.5 credit class. Homeworks are written poorly. Midterm exam covered content not mentioned or elaborated on in class. Breezes over concepts via live demos in the terminal without taking the time to explain them well enough for comprehension.,2,2024-11-23,SI504,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
39380283,135,The course was such a mess. Doesn't understand what a reduction from 3 credit hours to 1.5 should look like (the workload is supposed to be halved). Someone else should take over next time or Hess should stop only teaching 1.5 credit hour courses. The format was frustratingly chaotic as you had no idea what to expect any given week.,2,2024-05-06,SI568,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38969964,135,"Insane amount of work for a 1.5 credit hour class, but instructor was very accommodating. The midterm/final were not difficult, but they did take some time. I reached out for additional assistance, and he took the time to find someone who could help me when GSIs weren't available. I learned a lot in the course.",5,2024-02-12,SI504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38808620,135,"Way too busy. Does a lot for the uni, but tends to bleed into his classes. 504 feels like a 3 CH class while it's only 1.5 CH. The content was very useful, but weekly homework, a midterm, and a final (and almost a project) is too much for a 1.5 CH class. The git portion is highly valuable material. Hess is funny during lectures and teaches well.",4,2023-12-29,SI504,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
